1054;Alicante;2291.09;En_Almacén
1055;Badalona;1153.86;Retrasado
1056;Fuenlabrada;4635.88;Retrasado
1057;Segovia;3428.17;En_Ruta
1058;Tarragona;1163.82;En_Almacén
1059;Jerez;3207.63;Retrasado
1060;Segovia;1582.9;Devuelto
1061;Tarragona;1609.73;Devuelto
1062;Terrassa;4571.03;Retrasado
1063;;1563.85;En_Almacén
1064;Murcia;4497.38;Entregado
1065;Salamanca;3684.19;Entregado
1066;;955.7;Entregado
1067;Gijón;1826.27;Devuelto
1068;;4987.73;Retrasado
1069;Salamanca;4009.05;Devuelto
1070;Santander;727.66;Pendiente
1071;Vigo;1952.58;En_Ruta
1072;Móstoles;3404.91;En_Almacén
1073;Burgos;1994.82;Cancelado
1074;;1019.81;Cancelado
1075;Tarragona;3293.34;Retrasado
1076;Logroño;1703.3;Entregado
1077;Toledo;2376.0;Retrasado
1078;Vigo;3265.24;Retrasado
1079;Madrid;355.63;En_Almacén
1080;Salamanca;3193.63;Pendiente
;;685.89;Pendiente
1082;Madrid;2361.93;Pendiente
1083;León;4497.08;Pendiente
1084;Alicante;2522.03;Entregado
1085;Valladolid;4730.34;En_Almacén
1086;Alicante;793.04;Retrasado
1087;Terrassa;744.26;En_Almacén
1088;Santander;3512.73;Devuelto
1089;Mérida;2847.01;Pendiente
1090;Valencia;3136.55;Cancelado
1091;Segovia;4592.9;Entregado
1092;Lugo;1343.56;En_Almacén
1093;Pamplona;3843.02;En_Ruta
1094;Sevilla;4146.61;Cancelado
1095;Badajoz;3267.49;Entregado
1096;Móstoles;2175.5;Devuelto
1097;Salamanca;4318.72;Retrasado
1098;Barcelona;3120.15;Devuelto
1099;Madrid;2904.55;Cancelado
1100;León;4908.49;En_Ruta
1101;Cartagena;4563.9;Pendiente
1102;Tarragona;2618.73;En_Ruta
1103;Santa_Cruz;899.93;Devuelto
1104;Granada;672.98;Retrasado
1105;Hospitalet;3206.5;Cancelado
1106;Zaragoza;491.38;Devuelto
1107;Valencia;12.14;Cancelado
1108;Mérida;4139.87;Devuelto;EXTRA_CAMPO
1109;Mérida;977.16;Cancelado
1110;Sevilla;138.26;Entregado
1111;Ourense;725.86;Devuelto
1112;Cádiz;822.2;Devuelto
1113;Lugo;4577.7;Entregado
1114;Sevilla;4797.44;Pendiente
1115;Ávila;3701.46;Entregado
1116;Leganés;1025.05;Entregado
1117;Toledo;ERROR_PESO;Devuelto
1118;Valencia;4917.03;En_Ruta
1119;Toledo;4054.28;En_Almacén
1120;Jaén;471.58;En_Ruta
1121;Pamplona;1534.01;En_Almacén
1122;Ávila;1486.43;En_Ruta
1123;Jaén;713.51;Retrasado
1124;Leganés;1468.49;Pendiente
1125;;2035.38;Retrasado
1126;Barcelona;1902.8;Retrasado
1127;Madrid;4878.11;Devuelto
1128;Bilbao;4675.94;Cancelado
1129;Leganés;510.86;Devuelto
1130;Murcia;247.5;En_Almacén
1131;Mérida;2764.55;Cancelado
1132;Huelva;949.94;En_Ruta
1133;Granada;3820.39;En_Ruta
1134;Lugo;908.47;Entregado
1135;Tarragona;146.28;En_Ruta
1136;Jerez;1668.48;En_Ruta
1137;Málaga;1699.84;Entregado
1138;Murcia;916.66;En_Ruta
1139;Burgos;2604.99;Cancelado
1140;Terrassa;479.8;Retrasado
1141;Cuenca;927.42;Cancelado
1142;Murcia;746.94;En_Ruta
1143;Valencia;ERROR_PESO;En_Almacén
1144;Burgos;123.31;Cancelado
1145;Las_Palmas;1839.57;Entregado
1146;Mérida;3114.88;Devuelto
1147;Valencia;257.3;Devuelto
1148;Madrid;2796.73;Pendiente
1149;Toledo;3648.86;En_Ruta
1150;Bilbao;1281.4;En_Almacén
1151;Logroño;2641.88;Entregado
1152;Burgos;2607.09;En_Almacén
1153;Elche;2648.41;Entregado
1154;Córdoba;1336.92;Retrasado
1155;Badajoz;1496.75;Cancelado
1156;Lleida;2879.76;Retrasado
1157;Valencia;1911.83;En_Almacén
1158;Cartagena;583.77;Cancelado
1159;Vitoria;2951.24;Entregado
1160;Jerez;1744.52;Devuelto
1161;Madrid;540.22;Retrasado
1162;Sevilla;1996.27;En_Ruta
1163;Granada;4530.47;En_Ruta
1164;Fuenlabrada;2083.33;Cancelado
;;55.91;Entregado
1166;Las_Palmas;2055.87;Devuelto
1167;Sabadell;1358.08;Entregado
1168;Toledo;1530.56;Retrasado
1169;Terrassa;3068.76;Devuelto
1170;Málaga;2013.17;En_Ruta
1171;Leganés;81.3;Pendiente
1172;Vigo;4738.92;Cancelado
1173;Bilbao;2693.29;Cancelado
1174;Badajoz;551.35;Devuelto
1175;León;113.58;En_Almacén
1176;Leganés;2638.88;Cancelado
1177;Hospitalet;1164.27;Entregado
1178;Leganés;1150.51;En_Almacén
1179;Lleida;1149.02;Retrasado
1180;Cartagena;423.75;Entregado
1181;Cádiz;4777.01;Entregado
1182;Segovia;1571.62;Pendiente
1183;Jaén;2623.29;Devuelto
1184;Burgos;1051.6;Retrasado
1185;León;2361.01;En_Almacén
1186;León;4881.35;En_Almacén
1187;Lugo;449.38;Retrasado
1188;Las_Palmas;1933.81;Entregado
1189;Salamanca;4410.25;Retrasado
1190;Ávila;2554.33;Pendiente
1191;Móstoles;3587.65;En_Ruta
1192;Vigo;177.9;Pendiente
1193;Salamanca;2583.48;Entregado
1194;Pamplona;23.39;Retrasado
1195;Cartagena;2772.19;Entregado
1196;Jaén;455.85;Devuelto
1197;Palma;1868.4;Entregado
1198;Pamplona;1573.34;Entregado
1199;Córdoba;4970.88;En_Almacén
1200;Tarragona;4011.19;Entregado
1201;Toledo;4385.77;Cancelado
1202;Murcia;660.81;Entregado
1203;Granada;4444.69;Pendiente
1204;Zaragoza;2690.07;En_Almacén
1205;Santander;4582.98;Pendiente
1206;Sabadell;3320.38;Cancelado
1207;Zaragoza;3069.59;Devuelto
1208;Hospitalet;4826.09;Cancelado
1209;Sabadell;2143.93;Entregado
1210;Bilbao;1887.92;Entregado
1211;Cuenca;4422.1;En_Almacén
1212;Toledo;3420.22;En_Almacén
1213;Huelva;3665.23;En_Almacén;EXTRA_CAMPO
1214;Vigo;2326.16;Retrasado
1215;Huelva;4765.96;Entregado
1216;Jaén;1414.15;Devuelto
1217;Toledo;??;Entregado
1218;Burgos;2003.06;Cancelado
1219;Toledo;4896.62;Entregado
1220;Badajoz;1935.37;En_Almacén
1221;Gijón;4905.65;Cancelado
1222;Cádiz;1794.53;Pendiente
1223;Vitoria;1894.56;Devuelto
1224;Lleida;2385.06;Cancelado
1225;Oviedo;-2227.97;Entregado
1226;Huelva;217.63;Entregado
1227;Cartagena;2242.19;Pendiente
1228;Valencia;3939.71;En_Almacén;EXTRA_CAMPO
1229;Palma;1742.53;En_Almacén
1230;Sabadell;4929.42;Retrasado
1231;Bilbao;282.56;Cancelado
1232;Terrassa;1928.43;Retrasado
1233;Oviedo;66.74;En_Ruta
1234;Barcelona;1649.74;En_Ruta
1235;Las_Palmas;1331.04;Entregado
1236;Burgos;4299.07;Pendiente
1237;León;1727.11;Pendiente
1238;Pamplona;2699.27;Cancelado
1239;Pamplona;4543.17;Retrasado
1240;Barcelona;1663.76;Entregado
1241;Cádiz;3679.38;Devuelto
1242;Las_Palmas;---;Cancelado
1243;Murcia;3845.89;Retrasado
1244;Móstoles;241.06;Devuelto
1245;Pamplona;4546.87;Retrasado
1246;Córdoba;1504.49;Devuelto
1247;Cádiz;4624.36;Retrasado
1248;Jerez;1849.53;En_Ruta
1249;Segovia;1536.94;En_Almacén
1250;Valencia;2226.68;Pendiente
1251;Ávila;1348.49;Retrasado
1252;Zaragoza;3868.6;Cancelado
1253;Málaga;2454.67;Cancelado
1254;Burgos;1820.83;Devuelto
1255;Ávila;842.04;Pendiente
1256;Burgos;-3768.46;Retrasado
1257;Huelva;2943.93;Cancelado
1258;Jaén;1569.03;Retrasado
1259;Vitoria;633.45;Entregado
1260;Cádiz;769.2;Cancelado
1261;Zaragoza;4463.52;Pendiente
1262;León;3829.82;Devuelto
1263;Alicante;2362.77;En_Ruta
1264;Segovia;2721.53;Entregado
1265;Valencia;3926.59;Devuelto
;;274.18;Devuelto
1267;Salamanca;4913.46;Cancelado
1268;Hospitalet;581.26;Entregado
1269;Ourense;893.89;Devuelto
1270;Burgos;SENSOR_FAIL;Devuelto
1271;Córdoba;??;Devuelto
1272;Elche;2573.24;Entregado
1273;Albacete;3164.75;Retrasado
1274;Leganés;4550.81;Pendiente
1275;Málaga;1918.55;Cancelado
1276;Vigo;475.78;Retrasado
1277;Mérida;4288.72;Devuelto
1278;Zaragoza;---;Devuelto
1279;Jerez;1518.14;Devuelto
1280;Vitoria;null;En_Ruta
1281;Badalona;4252.05;En_Ruta
1282;Sevilla;80.01;Devuelto
1283;Toledo;149.8;Devuelto
1284;Huelva;3772.94;En_Ruta
1285;Lugo;3593.65;En_Almacén
1286;Zaragoza;4158.35;Entregado
1287;Zaragoza;2012.34;Pendiente
1288;Murcia;26.38;Retrasado
1289;Segovia;SENSOR_FAIL;Pendiente
1290;León;2938.34;Cancelado
1291;Salamanca;2485.39;Devuelto
1292;Lleida;64.55;Cancelado
1293;Santa_Cruz;1576.07;Pendiente
1294;Leganés;3300.2;En_Ruta
1295;Fuenlabrada;3113.6;Retrasado
1296;Hospitalet;4427.58;En_Ruta
1297;Valencia;865.72;En_Almacén
1298;Badajoz;1767.64;Pendiente
1299;Sevilla;4316.14;Devuelto
1300;Burgos;4923.29;Retrasado
1301;Murcia;4867.65;Entregado
1302;Oviedo;4735.38;En_Ruta
1303;Salamanca;3837.76;Entregado
1304;Hospitalet;2901.42;Pendiente
1305;León;1605.29;Cancelado
1306;Tarragona;4408.55;En_Ruta
1307;;1739.94;Cancelado
1308;Zaragoza;3575.57;Entregado
1309;Almería;2168.96;En_Almacén
1310;Burgos;2808.1;Devuelto
1311;Burgos;2425.89;Entregado
1312;Cartagena;2567.5;Retrasado
1313;Oviedo;509.98;Retrasado
1314;Móstoles;1304.68;Pendiente
1315;Terrassa;4374.5;Entregado
1316;Segovia;4846.9;Pendiente
1317;Bilbao;1024.23;En_Ruta
1318;Valencia;2727.82;Entregado
1319;Sevilla;4624.42;Devuelto
1320;Cádiz;1287.52;Pendiente
1321;Gijón;4181.07;Pendiente
1322;Mérida;73.34;En_Ruta
1323;Ourense;3308.31;Retrasado
1324;Ourense;4658.51;Pendiente
1325;Hospitalet;3098.47;En_Almacén
1326;Bilbao;1746.73;Cancelado
1327;Logroño;1056.49;Retrasado
1328;Palma;3696.23;Devuelto
1329;Mérida;4138.28;Pendiente
1330;Almería;239.74;Cancelado
1331;Gijón;4184.75;En_Ruta
1332;Elche;476.61;Pendiente
1333;Murcia;818.64;Retrasado
1334;Logroño;1022.71;Retrasado
1335;Córdoba;2088.45;Entregado
1336;Móstoles;1496.8;En_Almacén
1337;;622.97;Pendiente
1338;Fuenlabrada;2555.82;En_Almacén
1339;Granada;590.0;En_Ruta
1340;Almería;1857.46;Cancelado
1341;;3538.35;Devuelto
1342;Lugo;2084.24;Retrasado
1343;Tarragona;2415.33;En_Almacén
1344;Vitoria;1397.81;En_Ruta
1345;Oviedo;1719.96;Cancelado
1346;;2744.79;En_Ruta
1347;Segovia;1704.48;Cancelado
1348;Ávila;716.71;En_Almacén
1349;Oviedo;1247.57;Retrasado
1350;Vigo;1632.83;En_Almacén
1351;Jaén;865.56;En_Almacén
1352;Sabadell;3519.6;Entregado
1353;Jerez;2150.33;Cancelado
1354;Lleida;343.95;Devuelto
1355;Salamanca;674.82;Cancelado
1356;Gijón;1207.98;En_Ruta
1357;Jaén;2397.56;En_Ruta
1358;Santa_Cruz;3036.28;En_Ruta
1359;Badalona;901.74;Entregado
1360;Alicante;2843.67;En_Ruta
1361;Badajoz;287.98;Retrasado
1362;Logroño;4093.5;Pendiente
1363;Zaragoza;1017.48;En_Ruta
1364;Jaén;476.43;En_Almacén
1365;Mérida;290.06;Pendiente
1366;Granada;437.9;Pendiente
1367;Zaragoza;1208.91;Retrasado
1368;Badajoz;1378.05;Devuelto
1369;Lleida;4018.45;Pendiente
1370;Córdoba;450.94;Retrasado
1371;Elche;775.28;En_Ruta
1372;Las_Palmas;1472.94;Cancelado
1373;Pamplona;3038.37;En_Ruta
1374;Móstoles;74.53;En_Almacén
1375;Salamanca;3846.61;En_Ruta
1376;Lugo;3159.91;En_Ruta
1377;Jerez;672.04;En_Almacén
1378;Cádiz;2121.84;En_Almacén
1379;Palma;1153.04;Pendiente
1380;Almería;4249.58;En_Almacén
1381;Madrid;975.32;Retrasado
1382;Segovia;277.75;Cancelado
1383;Leganés;3644.32;Pendiente
1384;Oviedo;3212.63;En_Ruta
1385;Las_Palmas;3675.64;En_Ruta
1386;Almería;3804.92;Cancelado
1387;Móstoles;1309.5;Pendiente
1388;Ourense;1291.99;Pendiente
1389;Alicante;4895.08;Cancelado
1390;Fuenlabrada;1373.01;Retrasado
1391;Ourense;1536.26;Cancelado
1392;Barcelona;1135.56;Retrasado
1393;Badalona;1662.88;En_Almacén
1394;Ávila;363.73;Retrasado
1395;Alicante;2098.06;Retrasado
1396;Zaragoza;2507.03;En_Ruta
1397;Murcia;787.99;Pendiente
1398;Bilbao;3006.81;En_Ruta
1399;Valladolid;4598.76;En_Ruta
1400;Toledo;4174.47;Entregado
1401;Las_Palmas;4565.39;En_Almacén
1402;Terrassa;1137.28;En_Ruta
1403;Santander;892.09;Retrasado
1404;Fuenlabrada;844.92;En_Ruta
1405;Salamanca;747.93;Retrasado
1406;Alicante;4631.32;Retrasado
1407;Jaén;3887.66;Pendiente
1408;Las_Palmas;3691.08;Devuelto
1409;Badalona;3758.95;Retrasado
1410;Bilbao;4284.71;Cancelado
1411;Oviedo;3200.03;Entregado
1412;Salamanca;1841.85;En_Almacén
1413;Barcelona;N/A;Entregado
1414;Vigo;2491.94;Cancelado
1415;Sabadell;2774.43;Pendiente
1416;Terrassa;4854.97;Devuelto;EXTRA_CAMPO
;;2461.91;En_Ruta
1418;Las_Palmas;3670.69;Cancelado
1419;Ourense;2045.8;Retrasado
1420;Jaén;3289.42;Retrasado
1421;Móstoles;2869.02;En_Almacén
1422;Vitoria;2993.85;Cancelado
1423;Pamplona;1700.51;Cancelado
1424;Murcia;351.61;Entregado
1425;Santa_Cruz;-4227.74;Retrasado
1426;;761.62;Devuelto
1427;Santa_Cruz;1909.7;Devuelto
1428;Lugo;3538.69;En_Almacén
1429;Sevilla;362.2;En_Ruta
1430;Terrassa;1964.5;Pendiente
1431;Ávila;2960.76;En_Almacén
1432;Leganés;483.19;En_Almacén
1433;Las_Palmas;3825.95;Retrasado
1434;Toledo;2095.55;Devuelto
1435;Bilbao;1506.01;Pendiente
1436;Huelva;1892.03;Entregado
1437;Málaga;4306.55;Cancelado
1438;Segovia;43.78;En_Almacén
1439;Valencia;3778.67;Pendiente
1440;Cuenca;4503.98;Pendiente
1441;Zaragoza;3458.39;Entregado
1442;;1695.15;Devuelto
1443;Terrassa;911.57;Entregado
1444;Valladolid;2929.9;En_Almacén
1445;Ávila;102.48;Retrasado
1446;Almería;1881.99;Entregado
1447;Segovia;4190.19;Retrasado
1448;;1727.58;En_Almacén
1449;Badajoz;2345.36;Cancelado
1450;Badalona;2737.25;Retrasado
1451;Móstoles;643.21;En_Almacén
1452;Hospitalet;4711.24;Cancelado
1453;Zaragoza;335.1;En_Almacén
1454;Barcelona;685.14;Cancelado
1455;Elche;3035.58;Devuelto
1456;Fuenlabrada;4791.61;Pendiente
1457;Vitoria;2165.08;Entregado
1458;Segovia;1875.41;En_Almacén
1459;Albacete;1987.39;Retrasado
1460;Ávila;2852.94;En_Ruta
1461;Barcelona;1603.11;En_Almacén
1462;Logroño;3199.49;Cancelado
1463;Valladolid;OVERFLOW;Entregado
1464;Málaga;2438.02;Cancelado
1465;Hospitalet;414.35;En_Ruta
1466;Vigo;871.8;Entregado
1467;Ávila;3079.48;Retrasado
1468;Murcia;1587.62;Cancelado
1469;Ourense;4320.47;Pendiente
1470;Las_Palmas;2315.01;Retrasado
1471;Almería;2134.43;Retrasado
1472;Pamplona;2704.45;En_Almacén
1473;Zaragoza;2540.83;Entregado
1474;Zaragoza;1895.99;Pendiente
1475;Mérida;1199.26;Devuelto
1476;Cádiz;2861.52;Entregado
1477;Málaga;372.28;Retrasado
1478;Huelva;76.56;En_Ruta
1479;Segovia;1547.56;En_Almacén
1480;Córdoba;197.93;Entregado
1481;Santander;---;Devuelto
1482;Terrassa;1964.69;En_Ruta
1483;Leganés;2766.9;En_Ruta
1484;Las_Palmas;288.34;Cancelado
1485;Lleida;283.37;Cancelado
1486;Lugo;1376.39;En_Ruta
1487;Ávila;4675.13;En_Almacén
1488;Elche;1121.02;En_Ruta
1489;Tarragona;1383.46;Devuelto
1490;León;3370.57;Retrasado
1491;Jaén;3539.57;Cancelado
1492;Oviedo;4822.24;Entregado
1493;Pamplona;1950.54;En_Ruta
1494;Oviedo;589.78;Retrasado
1495;Barcelona;3923.42;Retrasado
1496;León;4928.35;Cancelado
1497;Córdoba;1041.54;Retrasado
1498;Bilbao;622.09;Retrasado
1499;Las_Palmas;3063.89;Cancelado
1500;Badalona;2678.13;En_Almacén
1501;Elche;2899.8;Entregado
1502;Mérida;2449.34;En_Ruta
;;2930.91;Devuelto
1504;Murcia;3251.54;Cancelado
1505;Almería;1714.98;Pendiente
1506;Córdoba;4745.29;Pendiente
1507;Granada;2859.24;Retrasado
1508;Oviedo;1797.28;Retrasado
1509;Barcelona;410.16;Cancelado
1510;Murcia;4500.08;Devuelto
1511;León;147.43;Devuelto
1512;Toledo;4703.51;Cancelado
1513;Elche;2477.87;Pendiente
1514;Badalona;4710.61;Entregado
1515;Las_Palmas;486.11;Pendiente
1516;Sevilla;2171.15;En_Almacén
1517;Terrassa;4632.53;En_Almacén
1518;Cádiz;1044.76;En_Almacén
1519;Ávila;3308.07;Devuelto
1520;León;3917.63;Devuelto
1521;Fuenlabrada;4994.86;En_Ruta
1522;Lleida;3440.0;Entregado
1523;Gijón;3962.0;Retrasado
;;2727.75;Cancelado
1525;Vigo;1210.84;En_Ruta
1526;Segovia;4617.14;Cancelado
1527;Cádiz;3378.63;Cancelado
1528;Palma;3180.36;Entregado
1529;Almería;OVERFLOW;Entregado
1530;Leganés;2142.14;Retrasado
1531;Burgos;2816.74;En_Almacén
1532;Ávila;ERROR_PESO;Entregado
1533;Córdoba;1640.17;Retrasado
1534;Cádiz;3995.5;En_Almacén
1535;Vitoria;382.89;Devuelto
1536;Oviedo;-4386.46;En_Almacén
1537;Sevilla;4356.37;Retrasado
1538;Fuenlabrada;4551.81;Pendiente
1539;Lugo;2949.4;En_Ruta
1540;Santander;---;En_Almacén
;;130.83;Retrasado
1542;Las_Palmas;4012.84;En_Almacén
1543;Badajoz;2641.34;Retrasado
1544;Cádiz;3707.81;Entregado
1545;Santa_Cruz;3150.86;Retrasado
1546;Tarragona;3097.09;Cancelado
1547;Valencia;3459.99;Pendiente
1548;Oviedo;2135.07;Pendiente
1549;Leganés;2043.77;Cancelado
1550;;1913.45;En_Almacén
1551;Valladolid;3704.54;Retrasado
1552;Lleida;1862.44;En_Almacén
1553;Tarragona;1329.39;En_Almacén
1554;Málaga;1788.55;En_Ruta
1555;Sevilla;2595.94;Pendiente
1556;Ávila;4459.61;En_Almacén
1557;Tarragona;296.51;Devuelto
1558;Valladolid;1428.29;En_Ruta
1559;Burgos;3895.03;Entregado
1560;Móstoles;1686.81;Devuelto
1561;Oviedo;3777.72;En_Ruta
1562;Tarragona;1409.22;Pendiente
1563;Pamplona;4643.39;Devuelto
1564;Logroño;2900.61;Devuelto
1565;;360.83;Pendiente
1566;Vigo;801.21;Entregado
1567;Bilbao;2731.76;En_Almacén
1568;Bilbao;2367.25;En_Ruta
1569;Jerez;141.73;En_Almacén
1570;Ávila;2368.47;En_Ruta
1571;Las_Palmas;3384.87;En_Ruta
1572;Vitoria;3379.73;Cancelado
1573;Fuenlabrada;1010.49;Devuelto
1574;Alicante;2144.89;En_Almacén
1575;;3894.12;En_Almacén
1576;Alicante;44.82;En_Almacén
1577;Cádiz;441.44;Cancelado
1578;Palma;223.94;En_Almacén
1579;Madrid;371.19;En_Almacén
1580;Badajoz;1775.46;En_Almacén
1581;Cádiz;435.47;Entregado
1582;Vitoria;4439.65;Pendiente
1583;Valencia;1218.28;Pendiente
1584;Granada;3252.66;Cancelado
1585;Santander;N/A;Retrasado
1586;Lleida;1730.46;Cancelado
1587;Oviedo;2382.14;Retrasado
1588;Mérida;1466.49;Cancelado
1589;Palma;2751.26;En_Almacén
1590;Santa_Cruz;3734.85;En_Ruta
1591;León;1088.86;Devuelto
1592;Vitoria;4882.04;Pendiente
1593;Segovia;1052.23;En_Ruta
1594;Bilbao;1555.29;En_Almacén
1595;Gijón;3967.24;Retrasado
1596;Lugo;3587.26;Pendiente
1597;Palma;3170.18;Devuelto
1598;Tarragona;1603.6;Pendiente
1599;Murcia;3579.06;Devuelto
1600;Las_Palmas;752.92;En_Almacén
1601;Fuenlabrada;23.01;Entregado
1602;Valencia;1160.57;En_Ruta
1603;Toledo;3633.12;Retrasado
1604;Santander;2339.19;En_Ruta
1605;Vigo;3694.02;Devuelto
1606;Zaragoza;2647.26;Pendiente
1607;Huelva;4373.2;Cancelado
1608;Badalona;3249.0;Devuelto
1609;Leganés;2864.08;Retrasado
1610;Cuenca;2506.2;Retrasado
1611;Ourense;1915.12;Pendiente
1612;Jaén;2970.96;Entregado
1613;Oviedo;4465.19;Retrasado
1614;Cartagena;4769.35;Cancelado
1615;Burgos;1951.91;En_Almacén
1616;Terrassa;2076.13;Devuelto
1617;Elche;389.71;Devuelto
1618;Alicante;-3535.02;Entregado
1619;Málaga;1250.18;En_Almacén
1620;Málaga;2492.56;Entregado
;;319.52;Entregado
1622;Jerez;---;En_Ruta
1623;Elche;2806.24;En_Almacén
1624;Terrassa;3329.28;Devuelto
1625;Segovia;4442.21;Retrasado
1626;Hospitalet;ERROR_PESO;Retrasado
1627;Logroño;1158.95;Cancelado
1628;Ávila;1442.03;Cancelado
1629;Ávila;ERROR_PESO;En_Ruta
1630;Cartagena;4256.02;Entregado
1631;Valencia;4987.75;Retrasado
1632;Cádiz;2295.68;Devuelto
1633;León;3444.93;Entregado
1634;Segovia;524.52;Entregado
1635;Logroño;252.1;Pendiente
1636;Móstoles;3311.4;Pendiente
1637;Granada;4825.83;En_Ruta
1638;Burgos;1898.6;Pendiente
1639;;3873.34;Devuelto
1640;Ourense;92.74;Pendiente
1641;Leganés;3525.28;En_Almacén
1642;Terrassa;1040.86;Cancelado
1643;Palma;605.55;Pendiente
1644;Alicante;1615.02;Pendiente
1645;Sabadell;-1832.02;Cancelado
1646;Móstoles;3098.63;Retrasado
1647;Elche;1692.31;En_Ruta
1648;Elche;1335.7;En_Almacén
1649;Vigo;1128.37;Pendiente
1650;Jerez;282.75;Cancelado
1651;Logroño;341.55;En_Almacén
1652;Móstoles;676.71;Retrasado
1653;Albacete;600.92;Devuelto
1654;Toledo;3217.88;Cancelado
1655;Alicante;742.62;Entregado
1656;Huelva;3828.89;En_Almacén
1657;Bilbao;2615.26;Entregado
1658;Granada;2479.97;Devuelto
1659;Zaragoza;821.96;Pendiente
1660;Jaén;2016.87;Cancelado
1661;Móstoles;3931.45;Cancelado
1662;Vitoria;4449.41;Retrasado
1663;Córdoba;2632.11;Devuelto
1664;Cartagena;2245.48;Cancelado
1665;Leganés;4232.81;Devuelto
1666;Vitoria;2860.8;Pendiente
1667;Lleida;2065.25;Entregado
1668;Valencia;1773.87;Entregado
1669;;1551.1;Cancelado
1670;Lugo;2374.14;En_Ruta
1671;Madrid;3942.25;Entregado
1672;Logroño;3002.29;Pendiente
1673;Pamplona;3769.19;Cancelado
1674;León;549.33;Pendiente
1675;Sevilla;2669.62;Entregado
1676;Jerez;138.67;Pendiente
1677;Málaga;823.75;Entregado
1678;Ourense;4036.44;Cancelado
1679;Murcia;3883.77;Retrasado
1680;Lugo;1874.98;Devuelto
1681;Cartagena;3629.4;Retrasado
1682;Badajoz;1702.59;En_Almacén
1683;Toledo;1154.11;Entregado
1684;Hospitalet;1972.71;Entregado
1685;Cádiz;394.82;Entregado
1686;Jaén;4078.47;En_Ruta
1687;Fuenlabrada;3124.74;Pendiente
1688;Cuenca;3998.72;Devuelto
1689;Albacete;4731.06;Devuelto
1690;Móstoles;1233.7;Entregado
1691;Vitoria;4089.19;Retrasado
1692;Badajoz;1088.43;Entregado
1693;Madrid;OVERFLOW;Devuelto
1694;Badajoz;2885.88;Entregado
1695;Alicante;3179.1;Cancelado
1696;Salamanca;2640.92;En_Almacén
1697;Cuenca;3849.84;En_Almacén
1698;Mérida;3560.03;Retrasado
1699;Granada;1317.66;Cancelado
1700;Badalona;4685.35;Devuelto
1701;León;153.24;Cancelado
1702;Las_Palmas;2076.32;Entregado
1703;Ourense;2793.89;Cancelado
1704;León;4930.55;En_Ruta
1705;Bilbao;3255.4;En_Ruta
1706;Cuenca;309.13;Pendiente
1707;Oviedo;4853.38;En_Ruta
1708;Granada;723.43;En_Ruta
1709;Valencia;2601.15;En_Almacén
1710;Cuenca;773.56;Devuelto
1711;Toledo;381.6;En_Almacén
1712;Valencia;2847.3;Devuelto
1713;Albacete;1440.53;En_Almacén
1714;Bilbao;906.34;Retrasado
1715;Pamplona;3847.88;En_Almacén
1716;Ourense;873.54;Cancelado
1717;Móstoles;1015.59;Retrasado
1718;Móstoles;1708.02;Entregado
1719;Ourense;1344.63;Pendiente
1720;Zaragoza;3637.7;En_Almacén
1721;Bilbao;2463.16;En_Almacén
1722;Burgos;2071.56;En_Almacén
1723;Jaén;4288.09;En_Almacén
1724;Cádiz;3533.1;Cancelado;EXTRA_CAMPO
